<1305>きゅうびのつめ|こうげき力＋１０５　前えい　でんせつの九尾の爪=<1305>Nine-Tailed Fox Claw|ATK +100 FR Legendary claw
<1306>てつくさり|こうげき力＋１５　中えい　くさりのついたカマ=<1306>Chained Sickle|ATK +15 BK A sickle with a chain on it
<1306>しのびガマ|こうげき力＋３１　中えい　あつかいがむずかしいカマ=<1306>Ninja Sickle|ATK +31 BK Difficult to use
<1306>くさりぶえ|こうげき力＋４７　中えい　笛の先にくさりをつけたもの=<1306>Chained Whistle|ATK +47 BK A whistle with a chain on it
<1306>くさりエナシ|こうげき力＋６５　中えい　くさりふんどうのついたぼう=<1306>Ball and Chain|ATK +65 BK A rod w/ a chain weight
<1306>さんにんのくさりガマ|こうげき力＋１０５　中えい　三忍あいようのくさりガマ=<1306>Sannin's Chained Sickle|ATK +105 BK Sannin's chained sickle
<1307>このはのこんぼう|こうげき力＋１８　前中　しゅぎょうようのぼう=<1307>Leaf Village Staff|ATK +18 FR For training
<1307>もんばんのぼう|こうげき力＋３６　前中　里の門ばんがしようするぼう=<1307>Gatekeeper Staff|ATK +36 FR Staff for guards
<1307>トンファー|こうげき力＋５５　前中　攻守にすぐれた武器=<1307>Tonfa|ATK +55 FR Balanced weapon
<1307>ヌンチャク|こうげき力＋６７　前中　小さくけいたいにべんり=<1307>Nunchuk|ATK +67 FR It's portable
<1307>さんせつこん|こうげき力＋８４　前中　３つにぶんかつできるぼう=<1307>Triple Segmented Staff|ATK +84 FR Three-piece staff
<1307>はちりょうすい|こうげき力＋９２　前中　きょうあくなどんき=<1307>Hachiryousui|ATK +92 FR A blunt weapon
<1307>こんごうぼう|こうげき力＋１００　前中　ひじょうにかたい大きなぼう=<1307>Adamantine Staff|ATK +100 FR Metal staff
<1308>しゅかくのすな|こうげき力＋８０　前後　ひょうたんの中に入っている砂=<1308>Shukaku's Sand|ATK +80 BK From the Sand Gourd
<1309>かわのベスト|ぼうぎょ力＋１４　れんしゅうようのかわせいのベスト=<1309>Leather Vest|DEF +14 A leather vest used for training
<1309>このはのかたびら|ぼうぎょ力＋１６　木ノ葉忍者にしきゅうされるもの=<1309>Leaf Chain Mail|DEF +16 Leaf Village standard issue
<1309>くさりかたびら|ぼうぎょ力＋２０　くさりでできたよろい=<1309>Chain Mail|DEF +20 Armor made with chains
<1309>きんらんのどうまる|ぼうぎょ力＋２２　ごうかで目立つよろい=<1309>Gold Armor|DEF +22 Glamorous armor
<1309>ごうきんのベスト|ぼうぎょ力＋２５　チャクラがねりこまれた合金のベスト=<1309>Alloy Vest|DEF +25 Alloy vest with chakra mixed in it
<1309>ふうまかたびら|ぼうぎょ力＋３０　扇のようなかたびらのよろい=<1309>Fan-like Chain Mail|DEF +30 A chain mail like a fan
<1309>しゅらのどうまる|ぼうぎょ力＋３７　しゅらのごとく力がでる=<1309>Asura Armor|DEF +37 Armor with power like the asura
<1309>ほうぎょくのベスト|ぼうぎょ力＋４５　チャクラによってまもられたベスト=<1309>Jewelled Vest|DEF +45 Chakra-boosted protection
<1309>きょうてんのどうまる|ぼうぎょ力＋５０　ぼさつがつかうよろい=<1309>Super Heaven Armor|DEF +50 Armor that bodhisattavas use
<1309>めいこうのベスト|ぼうぎょ力＋５５　みがきあげられたよろい=<1309>Meikou Vest|DEF +55 Polished armor
<1309>りゅうりんかたびら|ぼうぎょ力＋６０　りゅうのウロコでつくられたかたびら=<1309>Dragon Chain Mail|DEF +60 Dragon scale armor
<1309>あんぶのベスト|ぼうぎょ力＋６５　かるくてじょうぶなベスト=<1309>Anbu Vest|DEF +75 Light-weight vest
<1309>じゅいんのベスト|ぼうぎょ力＋７０　たかい力をもつが術ふうじになる=<1309>Cursed Mark Vest|DEF +70 DEF is high but jutsu will be sealed
<1309>こんごうのベスト|ぼうぎょ力＋７５　いじょうじょうたいになりにくい=<1309>Adamantine Vest|DEF +75 Reduce status effect chance
<1309>さんにんのベスト|ぼうぎょ力＋８０　三忍あいようのベスト=<1309>Sannin Vest|DEF +80 Sannin's favorite vest
<1309>ほかげのかたびら|ぼうぎょ力＋９０　三代目あいようのよろい=<1309>Hokage Armor|DEF +90 3rd Hokage's armor
<1309>きゅうびのかたびら|ぼうぎょ力＋９５　全てのうける術こうかをよわくする=<1309>Nine-Tailed Fox Mail|DEF +95 Weakens all incoming jutsu 
<1309>よんだいめのマント|ぼうぎょ力＋１００　あらゆるのうりょくをアップさせる=<1309>4th Hokage Mantle|DEF +100 Increases all abilities
<130a>かわのきゃはん|すばやさ＋１０　れんしゅうようのきゃはん=<130a>Leather Pants|AGI +10 Pants used for training
<130a>このはのきゃはん|すばやさ＋１２　木ノ葉忍者にしきゅうされるもの=<130a>Hidden Leaf Pants|AGI +12 Lead Village standard
<130a>てつびょうのきゃはん|すばやさ＋１６　ソールに鉄ビョウがついている=<130a>Spiked Pants|AGI +16 The soles have spikes on them
<130a>きんらんのきゃはん|すばやさ＋１７　ごうかで目立つきゃはん=<130a>Gold Pants|AGI +17 Glamorous pants that stand out
<130a>ふうまのきゃはん|すばやさ＋２２　おとをたてずにうごけるきゃはん=<130a>Fan-like Pants|AGI +22 Stealthy pants
<130a>しゅらのきゃはん|すばやさ＋２５　しゅらのごとく力がでる=<130a>Asura Pants|AGI +25 Pants with power like the asura
<130a>ほうぎょくのきゃはん|すばやさ＋２８　チャクラによってすばやくなる=<130a>Jewelled Pants|AGI +28 Chakra-boosted speed
<130a>はやぶさのきゃはん|すばやさ＋３０　木ノ葉がくれの里でにんきのきゃはん=<130a>Falcon Pants|AGI +30 Pants popular in the Hidden Leaf
<130a>げっこうのきゃはん|すばやさ＋３３　木ノ葉がくれの里ではツウのきゃはん=<130a>Moonlight Pants|AGI +33 Pants worn in the Hidden Leaf
<130a>ひえんのきゃはん|すばやさ＋３５　木ノ葉がくれの里で大にんきのきゃはん=<130a>Hien Pants|AGI +35 Hidden Leaf Village #1 pants
<130a>しでんのきゃはん|すばやさ＋４０　木ノ葉がくれの里ではレアなきゃはん=<130a>Shiden Pants|AGI +40 Rare pants in Hidden Leaf Village
<130a>きょうてんのきゃはん|すばやさ＋４５　ぼさつがつかうきゃはん=<130a>Super Heaven Pants|AGI +45 Pants that bodhisattvas use
<130a>りゅうりんのきゃはん|すばやさ＋５０　りゅうのウロコでできたきゃはん=<130a>Dragon Pants|AGI +50 Pants made out of dragon scales
<130a>ほかげのきゃはん|すばやさ＋５３　三代目あいようのきゃはん=<130a>Hokage Pants|AGI +53 3rd Hokage's pants
<130a>じゅいんのきゃはん|すばやさ＋５５　たかいすばやさをもつが術ふうじになる=<130a>Cursed Mark Pants|AGI +55 High AGI, but jutsu sealed
<130a>きゅうびのきゃはん|すばやさ＋６０　全てのうける術こうかをよわくする=<130a>Nine-Tailed Fox Pants|AGI +60 Reduces bad jutsu effects
<130a>かげぶようのきゃはん|すばやさ＋６５　三忍もあいようのきゃはん=<130a>Dancing Leaf Pants|AGI +65 Sannin's favorite pants
<130a>いだてんのきゃはん|すばやさ＋７０　でんせつのにんぐ=<130a>Idaten Pants|AGI +70 A legendary ninja tool
<130a>じんそくのきゃはん|すばやさ＋８０　かみのごときすばやさ=<130a>Jinsoku Pants|AGI +80 Speed of a god
そうびなし|=None|
<130c>めいしょうなし|せつめいなし=<130c>Untitled|No Description
